days,city_population,temperature,fuel_price,n_deliveries,is_friday,days_until_eid,demand_interaction,weather_disruption_flag,supply_chain_cost
613,7694840,42.72410322947033,2.1400697584729453,52.0,0,17,400131680.0,1,48464.39556285363
614,7694840,23.486584504906126,4.814584261969712,67.0,0,16,515554280.0,0,50000.0
615,7694840,32.169372753036285,3.4983030606418324,66.0,0,15,507859440.0,0,50000.0
616,7694840,39.44671559213488,4.019592834526442,65.0,0,14,500164600.0,0,50000.0
617,7694840,41.874164196041804,3.7811306180136643,61.0,0,13,469385240.0,1,50000.0
618,7694840,37.23048377093471,2.209592029491956,79.0,0,12,607892360.0,0,50000.0
619,7694840,21.111471918782104,3.3965170795966015,100.0,1,11,769484000.0,0,50000.0
620,7694840,24.867064614024333,3.3204833456671112,14.0,0,10,107727760.0,0,18944.421207052517
621,7694840,40.407114403501346,2.984658508336853,55.0,0,9,423216200.0,1,50000.0
622,7694840,21.261883454881037,4.835316676826313,85.0,0,8,654061400.0,0,50000.0
623,7694840,23.150959190344096,3.596596539190803,28.0,0,7,215455520.0,0,29627.41285689738
624,7694840,40.90403198238984,3.2804745411456184,78.0,0,6,600197520.0,1,50000.0
625,7694840,37.8846517126084,4.391917904460214,47.0,0,5,361657480.0,0,43995.39678891635
626,7694840,26.562136644579105,2.1329466462735054,43.5,1,4,334725540.0,0,41708.397223148335
627,7694840,23.798896505417996,3.789439084626544,75.0,0,3,577113000.0,0,50000.0
628,7694840,28.29330000810218,4.296669393352611,57.0,0,2,438605880.0,0,50000.0
629,7694840,31.27379019497969,2.957878404239376,31.5,0,1,242387460.0,0,32016.75579495572
630,7694840,24.539798894777263,3.661813253736463,52.5,0,0,403979100.0,0,48632.60493275969
631,7110285,29.791757867670942,4.763010246012838,97.0,0,29,689697645.0,0,50000.0
632,7110285,37.12101260513724,3.0646544770132786,38.0,0,28,270190830.0,0,34709.4754663337
633,7110285,33.97730932248327,4.541593617237865,67.0,0,27,476389095.0,0,50000.0
634,7110285,41.2209728273106,3.60739904384607,69.0,0,26,490609665.0,1,50000.0
635,7110285,39.63603891115903,4.845256550034247,21.0,1,25,149315985.0,0,22550.991742399805
636,7110285,34.49322365655051,2.970151997854935,53.0,0,24,376845105.0,0,45536.075430939585
637,7110285,41.55673047361506,3.04354871250401,99.0,0,23,703918215.0,1,50000.0
638,7110285,29.14234230830981,3.23480949643024,44.0,0,22,312852540.0,0,39008.2159276964
639,7110285,23.62568870724045,3.1248724676612016,38.0,0,21,270190830.0,0,34218.23543449818
640,7110285,21.862053786905328,4.531268470342916,35.0,0,20,248859975.0,0,32514.534382260477
641,7110285,36.09512602631776,2.6883263260995793,91.0,0,19,647035935.0,0,50000.0
642,7110285,42.06947454666221,4.329660625269479,54.0,1,18,383955390.0,1,46022.16362698575
643,7110285,43.27553986573318,4.99623709244473,83.0,0,17,590153655.0,1,50000.0
644,7110285,32.09784430319295,3.842400051641378,33.0,0,16,234639405.0,0,30618.132857898094
645,7110285,20.646946671107816,4.309762529888409,85.0,0,15,604374225.0,0,50000.0
646,7110285,22.602378533956617,3.3342471008385477,64.0,0,14,455058240.0,0,50000.0
647,7110285,38.5034814981899,4.277420834968808,76.0,0,13,540381660.0,0,50000.0
648,7110285,30.91644506424329,2.3487291672517148,93.0,0,12,661256505.0,0,50000.0
649,7110285,43.90719554673706,2.8785287289805646,54.0,1,11,383955390.0,1,46210.547764204486
650,7110285,26.17305419308402,2.4822979199894455,82.0,0,10,583043370.0,0,50000.0
651,7110285,22.061704708013,3.385313839242566,78.0,0,9,554602230.0,0,50000.0
652,7110285,40.28378317529919,3.2873798811469026,49.0,0,8,348403965.0,1,42221.47886613332
653,7110285,23.85086507146406,2.553493452426536,98.0,0,7,696807930.0,0,50000.0
654,7110285,28.018506034875095,4.68423306001471,10.0,0,6,71102850.0,0,14469.08750916939
655,7110285,43.79746814979789,2.566933889060485,11.0,0,5,78213135.0,1,14888.4257411579
656,7110285,34.11011185415796,4.972824959732999,66.0,1,4,469278810.0,0,50000.0
657,7110285,32.84293703054264,2.4759704227658146,100.0,0,3,711028500.0,0,50000.0
658,7110285,29.679952127055255,3.105066202953815,100.0,0,2,711028500.0,0,50000.0
659,7110285,42.66878711923613,2.5604108900564926,93.0,0,1,661256505.0,1,50000.0
660,7110285,39.28170788998143,3.394749359608946,78.0,0,0,554602230.0,0,50000.0
661,4541827,44.52718881161632,3.131763224997382,54.0,0,29,245258658.0,1,30022.89280417804
662,4541827,44.37703105554331,2.0646070922175586,84.0,0,28,381513468.0,1,43462.287298677256
663,4541827,24.85416537749103,2.878841407816347,84.0,0,27,381513468.0,0,42730.413593994286
664,4541827,29.541426751519882,4.289332147418154,39.0,0,26,177131253.0,0,22229.491081629858
665,4541827,44.791235347814975,3.268577156931221,100.0,1,25,454182700.0,1,50000.0
666,4541827,35.760635544206124,3.5922601726581407,56.0,0,24,254342312.0,0,30367.347004981137
667,4541827,29.40815263484825,3.805761893513493,61.0,0,23,277051447.0,0,32190.14725528297
668,4541827,37.7204780635259,2.0396930971283984,49.0,0,22,222549523.0,0,27143.56886095678
669,4541827,20.428004120386742,3.1059225692932912,78.0,0,21,354262506.0,0,40125.06721380394
670,4541827,38.26078704134066,2.8157632407709046,90.0,0,20,408764430.0,0,45629.15308729744
671,4541827,39.75844809911716,4.527382491530977,14.0,0,19,63585578.0,0,10647.444393174748
672,4541827,20.859123815174268,4.76830404178257,45.0,1,18,204382215.0,0,25494.311112090683
673,4541827,22.864429785137524,4.6749356435271325,73.0,0,17,331553371.0,0,37674.51817747793
674,4541827,27.206682727369245,2.309460926962119,65.0,0,16,295218755.0,0,34080.08103036611
675,4541827,27.64921014843211,2.0256338698578262,67.0,0,15,304302409.0,0,34907.58348683672
676,4541827,37.16328945462142,2.1356411420924943,22.0,0,14,99920194.0,0,14997.717146477808
677,4541827,36.96258473917544,2.463530185696898,39.0,0,13,177131253.0,0,22082.89739109396
678,4541827,27.753890077293544,4.807567481068613,18.0,0,12,81752886.0,0,13313.694675544586
679,4541827,20.70438404301584,4.448749416534189,21.0,1,11,95378367.0,0,14770.090880787624
680,4541827,20.8026459831637,2.5888803744204476,99.0,0,10,449640873.0,0,50000.0
681,4541827,40.72550458527382,4.098700683209682,31.0,0,9,140796637.0,1,19034.59163167552
682,4541827,35.16630018810166,3.293488579852455,95.0,0,8,431473565.0,0,47957.77365840616
683,4541827,30.507042219537755,3.5920998018009356,65.0,0,7,295218755.0,0,34781.860751944114
684,4541827,24.450832938545457,3.551515808323922,87.0,0,6,395138949.0,0,44164.436271388775
685,4541827,24.277120947508603,3.5256850875804138,64.0,0,5,290676928.0,0,34028.75674679896
686,4541827,39.332477854759745,2.945331648594867,51.0,1,4,231633177.0,0,28577.707366393384
687,4541827,31.794359928785532,3.0751250410019946,30.0,0,3,136254810.0,0,18061.33410973225
688,4541827,27.161003360004145,3.63056813876727,24.0,0,2,109003848.0,1,16047.828489390886
689,4541827,41.217588502813996,3.0844026808546783,100.0,0,1,454182700.0,1,50000.0
690,4541827,21.928909290030788,3.9496950389472283,100.0,0,0,454182700.0,0,50000.0
691,5598702,27.489215789506638,4.238527156328221,40.0,0,29,223948080.0,0,27971.899903327372
692,5598702,28.434346638683795,4.512359388813454,33.0,0,28,184757166.0,0,24165.79306618751
693,5598702,33.145426536044475,2.074713719929942,59.0,0,27,330323418.0,0,38536.82406593973
694,5598702,31.606583154348804,4.346372566137882,80.0,0,26,447896160.0,0,50000.0
695,5598702,37.237543757413775,2.764765693373648,42.0,1,25,235145484.0,0,29718.291509301107
696,5598702,27.75840710798,2.3117816230817967,58.0,0,24,324724716.0,0,38958.9951663622
697,5598702,20.49922275824081,3.224555776611309,63.0,0,23,352718226.0,0,41489.56754478921
698,5598702,31.571839382562555,3.522703118237706,10.0,0,22,55987020.0,0,11206.529315046662
699,5598702,39.40031451252345,3.0631884948938373,35.0,0,21,195954570.0,0,25752.775002921524
700,5598702,22.52106426234271,4.9797861819052445,57.0,0,20,319126014.0,0,37721.45762166128
701,5598702,38.666572815286656,3.624741811498338,22.0,0,19,123171444.0,0,18418.230244195336
702,5598702,44.26275452519239,3.2727810319479076,100.0,1,18,559870200.0,1,50000.0
703,5598702,34.0197175498029,3.0776878235405167,29.0,0,17,162362358.0,0,22305.11648296679
704,5598702,41.51729873070268,3.960311536398411,75.0,0,16,419902650.0,1,48601.85123833104
705,5598702,25.051719028433304,3.942102783232787,73.0,0,15,408705246.0,0,46448.89528950799
706,5598702,40.23286738371549,4.452189645751115,17.0,0,14,95177934.0,1,15268.221558808682
707,5598702,43.67306500922096,2.5622029996773428,59.0,0,13,330323418.0,1,39300.415635428326
708,5598702,40.121310677618496,2.5488669139218962,98.0,0,12,548672796.0,1,50000.0
709,5598702,25.841468635948576,2.1035182822116165,70.5,1,11,394708491.0,0,45371.37629453553
710,5598702,37.937879864330455,4.650502185635332,26.0,0,10,145566252.0,1,20552.95005696124
711,5598702,34.83799742771345,3.3446014262859283,54.0,0,9,302329908.0,0,36067.57348109822
712,5598702,41.58981852610387,3.8506568723816956,29.0,0,8,162362358.0,1,22598.05023487223
713,5598702,40.24318463262808,4.306415454760447,40.0,0,7,223948080.0,1,28298.79413371615
714,5598702,37.201830220564204,2.3849624825584606,47.0,0,6,263138994.0,0,31894.52190359679
715,5598702,33.55842206286498,2.196609845405964,58.0,0,5,324724716.0,0,38270.446484790766
716,5598702,37.38455657746344,3.558948594091813,25.5,1,4,142766901.0,0,19653.49384204518
717,5598702,41.84659460428407,3.047848445717121,39.0,0,3,218349378.0,1,28208.067694034387
718,5598702,30.823040411142763,2.3463202691706506,64.5,0,2,361116279.0,0,42219.527471053334
719,5598702,35.140908569386745,3.245056607285429,66.0,0,1,369514332.0,0,42492.68999185711
720,5598702,37.00542921367461,3.1005686870745697,97.5,0,0,545873445.0,0,50000.0
721,5491306,37.108375383454174,2.9936495224829454,38.0,0,29,208669628.0,0,26292.456885634867
722,5491306,22.59582421668837,4.003911503012441,86.0,0,28,472252316.0,0,50000.0
723,5491306,27.751519754813145,4.299826164283977,71.0,0,27,389882726.0,0,45442.65085817859
724,5491306,34.54388734116052,2.5581308657107487,22.0,0,26,120808732.0,0,18000.883134849628
725,5491306,20.828020623369333,3.363020068527822,31.5,1,25,172976139.0,0,23543.983311455675
726,5491306,40.16969674677608,4.523950880960312,49.0,0,24,269073994.0,1,32730.06489261409
727,5491306,23.931922491960574,3.0806748460550586,55.0,0,23,302021830.0,0,36166.994265107365
728,5491306,31.55113222390124,4.5135640395220635,21.0,0,22,115317426.0,0,17143.108326670794
729,5491306,23.19510494359801,3.844529662754205,32.0,0,21,175721792.0,0,23093.27371552372
730,5491306,33.35032891620776,2.9499474642905525,11.0,0,20,60404366.0,0,11316.33358003547
731,5491306,35.21097383279055,3.0240110229977573,91.0,0,19,499708846.0,0,50000.0
732,5491306,28.128124259493447,2.929366517981503,24.0,1,18,131791344.0,0,18412.21618681289
733,5491306,41.39952260010047,4.122593189817285,59.0,0,17,323987054.0,1,38417.76234559515
734,5491306,23.568270497397748,3.9424649784088905,90.0,0,16,494217540.0,0,50000.0
735,5491306,28.805335850664648,4.594093613894936,70.0,0,15,384391420.0,0,44807.447608295406
736,5491306,24.223650749686207,4.401388620363299,50.0,0,14,274565300.0,0,33696.0644187528
737,5491306,44.94270302565324,2.5291906558262798,94.0,0,13,516182764.0,1,50000.0
738,5491306,38.34677394989388,4.989868965398905,14.0,0,12,76878284.0,0,13866.599453968882
739,5491306,36.0487129566562,2.7995398971110896,70.5,1,11,387137073.0,0,45145.84905009226
740,5491306,25.806571007327694,3.130528044138651,40.0,0,10,219652240.0,0,27561.094122951705
741,5491306,44.324109603902386,7.372518801035515,71.0,0,9,389882726.0,1,45394.94652239791
742,5491306,42.96186631261184,4.106924094972657,55.0,0,8,302021830.0,1,36219.06531616424
743,5491306,37.042894250247,2.656972960981421,18.0,0,7,98843508.0,0,15445.123206948863
744,5491306,33.43648639093057,2.325832079933451,11.0,0,6,60404366.0,0,11391.319476947685
745,5491306,26.029086937310552,3.1764483579672946,53.0,0,5,291039218.0,0,34606.17007791764
746,5491306,24.726227773174358,2.483882731767642,100.0,1,4,549130600.0,0,50000.0
747,5491306,26.131471231723097,2.830768740912993,81.0,0,3,444795786.0,0,50000.0
748,5491306,35.24306665142052,4.851425773316066,39.0,0,2,214160934.0,0,27383.982520320318
749,5491306,39.07093304884984,2.445878894742256,100.0,0,1,549130600.0,0,50000.0
750,5491306,24.811728109091092,2.1590796038693716,36.0,0,0,197687016.0,0,25192.31211117436
751,7853684,20.252612009599236,2.886287353167814,26.0,0,29,204195784.0,0,28832.39593018532
752,7853684,31.54297400268875,2.442635526514277,83.0,0,28,651855772.0,0,50000.0
753,7853684,24.680441171777137,3.0775407952584644,20.0,0,27,157073680.0,0,23309.268712141762
754,7853684,37.17283713103801,3.3763602721011523,36.0,0,26,282732624.0,0,36486.83122165779
755,7853684,24.82845036513573,2.8630940736504917,97.5,1,25,765734190.0,0,50000.0
756,7853684,32.87710297175797,3.7435335809055905,48.0,0,24,376976832.0,0,46091.00191245243
757,7853684,42.99849227822993,3.583833897911929,34.0,0,23,267025256.0,1,34450.96274571612
758,7853684,25.444941967255485,3.7555221474218845,54.0,0,22,424098936.0,0,50000.0
759,7853684,41.32110835631144,2.355334835900678,73.0,0,21,573318932.0,1,50000.0
760,7853684,28.495645317958772,4.430804259777205,27.0,0,20,212049468.0,0,29033.3469101139
761,7853684,20.047980915310173,3.977764372784849,67.0,0,19,526196828.0,0,50000.0
762,7853684,25.638197739041047,2.90807299170483,46.5,1,18,365196306.0,0,44531.015256216495
763,7853684,21.690288183354234,4.995296554037037,39.0,0,17,306293676.0,0,38611.46760786256
764,7853684,33.315299937839946,4.427086821506392,21.0,0,16,164927364.0,0,24616.85457785273
765,7853684,29.526511971655772,2.7854742132205015,36.0,0,15,282732624.0,0,35968.315717955724
766,7853684,39.591021744140235,4.267603689345701,32.0,0,14,251317888.0,0,33238.13559872369
767,7853684,33.89975943326018,3.4069818112593055,13.0,0,13,102097892.0,0,18284.250335799752
768,7853684,44.759599516391575,2.5687033184376737,88.0,0,12,691124192.0,1,50000.0
769,7853684,39.49566130378824,3.2402389259857753,39.0,1,11,306293676.0,0,38834.89167358382
770,7853684,26.744285979799418,3.1601473500049964,29.0,0,10,227756836.0,0,30710.95978442466
771,7853684,41.21661035261363,5.967063996604383,34.0,0,9,267025256.0,1,34700.53366246947
772,7853684,33.51108582512586,4.98439595165234,80.0,0,8,628294720.0,0,50000.0
773,7853684,40.870333096806036,4.496198303110121,22.0,0,7,172781048.0,1,25394.19613864746
774,7853684,40.71894403618598,2.5614235802806298,88.0,0,6,691124192.0,1,50000.0
775,7853684,28.0132898615554,2.4081183400242026,23.0,0,5,180634732.0,0,26291.690591195373
776,7853684,36.987279729869414,3.033137838273815,100.0,1,4,785368400.0,0,50000.0
777,7853684,28.774411686263043,3.5405668938756687,21.0,0,3,164927364.0,0,24457.888009398404
778,7853684,32.778130285191835,2.185522570884813,88.5,0,2,695051034.0,0,50000.0
779,7853684,25.16325591816822,3.5151732165912963,39.0,0,1,306293676.0,0,39131.133748934015
780,7853684,41.1298770181087,3.681856667708443,100.0,0,0,785368400.0,1,50000.0
781,732023,28.019007959843343,4.032417249657972,78.0,0,29,57097794.0,0,6657.183409954831
782,732023,35.322382025781096,3.6517389932627022,58.0,0,28,42457334.0,0,5002.011973609921
783,732023,44.816094882974625,3.2932935820380997,83.0,0,27,60757909.0,1,7025.420391978354
784,732023,32.40375985963424,2.385619076411932,48.0,0,26,35137104.0,0,4924.660223376717
785,732023,35.68811234567709,3.48384171059846,49.5,1,25,36235138.5,0,4776.8394806484985
786,732023,41.880870591400274,4.974498074960966,18.0,0,24,13176414.0,1,2637.158741592808
787,732023,33.79319933768687,2.412997594153865,71.0,0,23,51973633.0,0,6637.829410582303
788,732023,26.197219923066953,4.683555585216418,92.0,0,22,67346116.0,0,8460.30951350876
789,732023,33.05295204588913,3.5382659175231574,63.0,0,21,46117449.0,0,6268.744705037442
790,732023,37.99759136145126,3.766348222995622,23.0,0,20,16836529.0,0,3130.5316406389543
791,732023,28.21365010263733,2.4816713441343965,64.0,0,19,46849472.0,0,5977.593293230498
792,732023,42.69026294977638,4.907993917986011,57.0,1,18,41725311.0,1,5361.094633670381
793,732023,22.653153625125864,3.069839741813363,46.0,0,17,33673058.0,0,4738.431120264363
794,732023,28.71741355620903,2.5802367780970297,60.0,0,16,43921380.0,0,5687.045168779172
795,732023,21.65458846833657,4.227279050952635,17.0,0,15,12444391.0,0,2001.1060732008295
796,732023,22.93500598766491,4.758294243067642,62.0,0,14,45385426.0,0,5833.537696479629
797,732023,31.041476652052822,3.0179291727754105,51.0,0,13,37333173.0,0,4814.876668977305
798,732023,37.91519379923125,2.381217518213001,47.0,0,12,34405081.0,0,4183.047989191386
799,732023,40.2764060918017,4.446284120536627,93.0,1,11,68078139.0,1,8318.96705330759
800,732023,21.41351710374199,2.322148717498558,58.0,0,10,42457334.0,1,5052.57241511565
801,732023,32.41901125761361,4.80376360852776,91.0,0,9,66614093.0,0,8104.075063155364
802,732023,24.522737913694094,2.9269297632288858,26.0,0,8,19032598.0,0,2434.2227640371084
803,732023,41.629898492919565,3.1606766389073284,79.0,0,7,57829817.0,1,7491.3786180045
804,732023,33.08866632982698,4.085370133628455,50.0,0,6,36601150.0,0,4941.849243030013
805,732023,41.95176037284132,4.048200717274363,83.0,0,5,60757909.0,1,6920.789618065244
806,732023,37.05414151385373,2.223259608797514,52.5,1,4,38431207.5,0,4686.895847675212
807,732023,23.453154920752823,3.6402872947959284,100.0,0,3,73202300.0,0,9134.791760194537
808,732023,39.20890236025862,2.601797412456304,100.0,0,2,73202300.0,0,8764.895963459823
809,732023,36.00260664611875,3.072945486918239,87.0,0,1,63686001.0,0,7206.956808523968
810,732023,26.4530804089236,3.957217710617739,43.5,0,0,31843000.5,0,3945.8219217541573
811,707468,30.458779972396975,3.5761098653174552,86.0,0,29,60842248.0,0,7241.90724425944
812,707468,27.298685452160722,3.482191139403799,51.0,0,28,36080868.0,0,4763.242586341975
813,707468,31.123084153090105,2.2458446935134146,56.0,0,27,39618208.0,0,5145.113478517
814,707468,36.46610523022993,2.3014745973548973,39.0,0,26,27591252.0,0,3413.5039344704564
815,707468,25.77646553841486,2.446336542555896,100.0,1,25,70746800.0,0,8673.99578342249
816,707468,34.576113068001405,4.909947034041005,92.0,0,24,65087056.0,0,7375.118481503816
817,707468,23.062499543799003,2.689334600473506,22.0,0,23,15564296.0,0,2819.8512172737524
818,707468,32.58273686320605,3.0673772191754822,41.0,0,22,29006188.0,0,3951.548136557119
819,707468,25.581665422908046,3.745706618285189,13.0,0,21,9197084.0,0,1977.4874871796815
820,707468,40.78949674923936,4.861713983359095,19.0,0,20,13441892.0,1,2310.6224425429846
821,707468,28.14269304671687,4.852097975302092,70.0,0,19,49522760.0,0,5864.120946239862
822,707468,32.81760558384945,2.224813109662983,100.0,1,18,70746800.0,0,8297.94368956319
823,707468,27.164046843996893,4.715427207938404,40.0,0,17,28298720.0,0,3496.2223702040374
824,707468,42.02608942562157,4.837474967878601,77.0,0,16,54475036.0,1,6805.586879850837
825,707468,44.08991330705491,3.2931830959336064,40.0,0,15,28298720.0,1,3757.066988736764
826,707468,20.576053060020318,4.215756120990645,84.0,0,14,59427312.0,0,7566.052398572599
827,707468,37.04743451117784,4.385718525010403,58.0,0,13,41033144.0,0,5605.344141382883
828,707468,42.85064807565939,3.3806693071943457,87.0,0,12,61549716.0,1,7681.76901951603
829,707468,23.448578636994743,3.598143539875093,25.5,1,11,18040434.0,0,2416.485043556476
830,707468,41.68011104574986,3.183683517286585,25.0,0,10,17686700.0,1,3119.484161019185
831,707468,26.222078068672634,2.9189021742833505,45.0,0,9,31836060.0,0,3960.944548600565
832,707468,24.38957498249534,2.0794156539771715,97.0,0,8,68624396.0,0,8312.56909362493
833,707468,26.430523229133303,4.355066008378804,43.0,0,7,30421124.0,0,4053.3399588719763
834,707468,25.427253888954727,3.0158368489196965,56.0,0,6,39618208.0,0,4950.6125265933
835,707468,36.060991902521074,2.12988787111178,49.0,0,5,34665932.0,0,4941.702082148695
836,707468,37.35406756234486,3.810460150045655,100.0,1,4,70746800.0,0,8344.716262288732
837,707468,30.90551853723951,4.146480137263141,30.0,0,3,21224040.0,0,2710.7050876737494
838,707468,23.32444272096658,2.3094713372812006,42.0,0,2,29713656.0,0,4395.877509658878
839,707468,24.799647495841704,3.180016348308264,30.0,0,1,21224040.0,0,3442.4604981465095
840,707468,25.22016056464332,3.601855581909706,81.0,0,0,57304908.0,0,7315.525839709468
841,468526,21.721133731105162,4.618762195615659,71.0,0,29,33265346.0,0,4355.569731886322
842,468526,26.124871572557765,2.7431457728415007,14.0,0,28,6559364.0,0,1513.9716877322958
843,468526,27.047835838612887,3.9801198110373472,14.0,0,27,6559364.0,0,1186.2085784088022
844,468526,30.288292891968204,4.549971559879479,39.0,0,26,18272514.0,0,2517.078646723756
845,468526,25.058619614420962,4.20559260816667,100.0,1,25,46852600.0,0,6141.258711930839
846,468526,35.490271982037555,2.86809399296655,69.0,0,24,32328294.0,0,3988.362172792633
847,468526,21.792539426226384,2.280036886330622,79.0,0,23,37013554.0,0,4303.014635530668
848,468526,27.620631511617518,4.254258417951504,11.0,0,22,5153786.0,0,1490.6519240567773
849,468526,32.54639463277794,2.51912015367034,40.0,0,21,18741040.0,0,2687.17286727426
850,468526,20.27090252476709,4.914815643463741,33.0,0,20,15461358.0,0,1960.552642151719
851,468526,20.928474890448776,2.082265698534873,41.0,0,19,19209566.0,0,2577.4190876383186
852,468526,34.939873161926606,3.386832795904657,25.5,1,18,11947413.0,0,1959.0320051663462
853,468526,42.736572257248824,3.3978004140844327,97.0,0,17,45447022.0,1,5909.949684772603
854,468526,23.74004497991323,4.049227436743817,10.0,0,16,4685260.0,1,1224.6610077478085
855,468526,37.265851020741245,4.398055759969704,74.0,0,15,34670924.0,0,4677.761173990757
856,468526,32.127684597774696,3.316392179409773,27.0,0,14,12650202.0,0,1860.183313311808
857,468526,31.25567628076548,4.404471217405372,46.0,0,13,21552196.0,0,3401.2461526823295
858,468526,20.214334557751496,3.887424131412116,20.0,0,12,9370520.0,0,2091.829440754653
859,468526,38.493450009704944,3.6938767725090838,87.0,1,11,40761762.0,0,4834.854719398634
860,468526,26.617317782282292,3.5588605956560646,71.0,0,10,33265346.0,0,4694.840251732248
861,468526,24.460721963468078,3.3976884729401373,58.0,0,9,27174508.0,1,3508.728332241283
862,468526,30.07742078208988,4.2987279917627905,29.0,0,8,13587254.0,0,1946.4633678155258
863,468526,23.911415434603008,4.442932134969725,25.0,0,7,11713150.0,0,2198.347373708949
864,468526,29.423738244813865,3.929426869718282,25.0,0,6,11713150.0,0,2132.5643131625334
865,468526,21.804440466479214,2.9742550869193445,68.0,0,5,31859768.0,0,4362.504938964109
866,468526,43.29095673034156,3.492125534013804,100.0,1,4,46852600.0,1,5628.740324429901
867,468526,35.73619342130882,3.537557649655894,100.0,0,3,46852600.0,0,5777.669034675818
868,468526,24.884313644301642,4.644991890072683,100.0,0,2,46852600.0,0,5811.494561304307
869,468526,38.47765776054155,3.4647084645556347,100.0,0,1,46852600.0,0,5700.493022401089
870,468526,30.810681038950815,4.025014744651471,90.0,0,0,42167340.0,0,5382.873735644713
871,7432046,38.808490203159906,3.4719651112881404,24.0,0,29,178369104.0,0,25139.648771743545
872,7432046,21.34782410605694,4.5388525097402095,89.0,0,28,661452094.0,0,50000.0
873,7432046,29.2044094586532,2.270647497698226,81.0,0,27,601995726.0,0,50000.0
874,7432046,21.526232773609706,3.9051562414470737,19.0,0,26,141208874.0,0,21633.2102491813
875,7432046,38.01486917051357,4.650722827655825,100.0,1,25,743204600.0,0,50000.0
876,7432046,25.30732205536745,3.9446753095609495,60.0,0,24,445922760.0,0,50000.0
877,7432046,30.33113683094196,4.98969761876081,55.0,0,23,408762530.0,0,48681.0452028797
878,7432046,27.120719218786327,3.140266705658936,16.0,0,22,118912736.0,0,19464.22688909181
879,7432046,32.992225459473445,3.546168490323594,85.0,0,21,631723910.0,0,50000.0
880,7432046,21.9448163600006,3.1694986419251117,73.0,0,20,542539358.0,0,50000.0
881,7432046,42.29117901949263,4.058031736303334,66.0,0,19,490515036.0,1,50000.0
882,7432046,29.870632130003017,2.2294793897853387,100.0,1,18,743204600.0,0,50000.0
883,7432046,42.557171152852476,4.219375606606635,42.0,0,17,312145932.0,1,38823.428982259895
884,7432046,32.77146204932075,4.567864872781009,72.0,0,16,535107312.0,0,50000.0
885,7432046,37.24748949120087,3.4291154090024722,74.0,0,15,549971404.0,0,50000.0
886,7432046,26.292438519192196,2.4470021112809457,63.0,0,14,468218898.0,0,50000.0
887,7432046,22.68165475581493,3.232291385380546,98.0,0,13,728340508.0,0,50000.0
888,7432046,20.08318941795699,4.3237551737434785,52.0,0,12,386466392.0,0,46048.25618743572
889,7432046,34.79848846326403,3.1585550731032663,40.5,1,11,300997863.0,0,37873.43254516738
890,7432046,23.99998639835727,2.9964861295662937,84.0,0,10,624291864.0,0,50000.0
891,7432046,20.028676955409516,2.736705851752239,97.0,0,9,720908462.0,0,50000.0
892,7432046,32.947613945401315,2.2746800700551404,43.0,0,8,319577978.0,0,39273.04489108986
893,7432046,22.678665579738407,2.4053801242947594,67.0,0,7,497947082.0,0,50000.0
894,7432046,28.597046576054566,4.846369602122913,83.0,0,6,616859818.0,1,50000.0
895,7432046,20.0122659221139,2.982046880067408,17.0,0,5,126344782.0,0,20071.620089922522
896,7432046,36.49892491767909,3.722179884050104,76.5,1,4,568551519.0,0,50000.0
897,7432046,38.079947529686734,2.2991403677334628,49.5,0,3,367886277.0,0,44919.26404556623
898,7432046,36.504826589996355,4.237594338582939,100.0,0,2,743204600.0,0,50000.0
899,7432046,40.29237431885642,3.3550655357017827,100.0,0,1,743204600.0,1,50000.0
900,7432046,23.519979635221663,2.6787953810251155,100.0,0,0,743204600.0,0,50000.0
901,1730557,28.282909464051507,3.2947854208040863,41.0,0,29,70952837.0,0,8925.524336234163
902,1730557,23.166345312905072,3.8402977351825225,56.0,0,28,96911192.0,0,11948.795767173073
903,1730557,33.879177141842945,3.8473441244533344,78.0,0,27,134983446.0,0,15454.47704210655
904,1730557,38.51792332963527,3.455439511600385,63.0,0,26,109025091.0,0,12620.138976542448
905,1730557,27.352472339219442,4.329568309314346,72.0,1,25,124600104.0,0,14294.068981900466
906,1730557,34.0232833022581,2.098584312460778,24.0,0,24,41533368.0,0,5674.060548225164
907,1730557,24.468559773107202,4.19139790072654,19.0,0,23,32880583.0,0,5134.585976808792
908,1730557,27.985199922612356,3.063490313711334,77.0,0,22,133252889.0,0,15281.766266603836
909,1730557,27.453978348737422,2.71542039667053,15.0,0,21,25958355.0,0,4967.720671252993
910,1730557,27.00513181334955,3.8229093445388393,85.0,0,20,147097345.0,0,17388.760082311757
911,1730557,37.323126654719815,2.7816838913143314,64.0,0,19,110755648.0,0,13685.955618389931
912,1730557,31.956623164294886,2.14546345509925,100.0,1,18,173055700.0,0,19708.27695467865
913,1730557,24.526468108274127,4.784514325099062,29.0,0,17,50186153.0,0,6653.754128452895
914,1730557,31.93488939048432,4.191620240342143,38.0,0,16,65761166.0,0,8866.388717976919
915,1730557,40.01384747844688,3.290094787145372,33.0,0,15,57108381.0,1,7684.5593014669275
916,1730557,39.470621687101456,2.2736265836945377,45.0,0,14,77875065.0,0,10339.950782131942
917,1730557,43.5330669133083,2.144411156428066,22.0,0,13,38072254.0,1,6167.21229555074
918,1730557,35.27923932078743,4.031297687669917,45.0,0,12,77875065.0,0,10036.462657568329
